,,,,,,,,,,,,,Solicitação de Obra,,Mapa de Cotação,,Pedido de compra,,Contrato de Cotação e Materiais,
ESTRUTURA DO ORÇAMENTO,RM,INSUMO,4,5,6,7,8,9,10,DATA PLANEJADA TAREFA,DATA DE NECESSIDADE INFORMADA,DATA DE INCLUSAO NO SISTEMA,,Nº COTAÇÃO SISTEMA,Data aprovação cotaçao,Nº PEDIDO SISTEMA,DATA APROVAÇÃO PEDIDO DE COMPRA,Nº CONTRATO SISTEMA,DATA APROVAÇÃO DO CONTRATO,
Soma de 1,,,,,,,,,Data de cronograma,DATA DO PLANEJAMENTO,Data de necessidade informada,data de inclusao,,Cotação,Data aprovação cotaçao,Pedido,Data aprovação pedido,Contrato,Data aprovação contrato,Emissão da nota (primeira)
01.01.02.03.004,14236,9274 -  09274-BLOCO ESPUMA MULTIUSO 13X8X23CM,1,,,,,,,,45988,45960.441678240699,30/10/2025,433,10/11/2025,538,12/11/2025,0,,
01.01.02.03.004,14332,9000 -  09000-ALIMENTAÇÃO,7,,,,,,,,45964,45964.586539351898,03/11/2025,466,21/11/2025,572,25/11/2025,0,,
01.01.02.03.004,14506,6908 -  06908-COPO PLÁSTICO 180ML,1,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,6913 -  06913-DESINFETANTE 5L,8,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,6914 -  06914-DESINGRIPANTE SPRAY 300ML,7,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,6916 -  06916-DETERGENTE 5L,5,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,6945 -  06945-PAPEL HIGIÊNICO,2,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,6946 -  06946-PAPEL TOALHA,3,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,6976 -  06976-VASSOURA NYLON,6,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14506,9085 -  09085-ÁGUA SANITÁRIA 5L,4,,,,,,,,45980,45967.377685185202,06/11/2025,442,12/11/2025,545,13/11/2025,0,,
01.01.02.03.004,14985,9000 -  09000-ALIMENTAÇÃO,1,,,,,,,,46009,45982.444155092599,21/11/2025,488,02/12/2025,617,11/12/2025,0,,
01.01.02.03.004,14990,6908 -  06908-COPO PLÁSTICO 180ML,1,,,,,,,,45995,45982.479895833298,21/11/2025,468,21/11/2025,574,25/11/2025,0,,
01.01.02.03.004,15155,6908 -  06908-COPO PLÁSTICO 180ML,3,,,,,,,,46002,45989.346516203703,28/11/2025,484,28/11/2025,602,04/12/2025,0,,
01.01.02.03.004,15155,6945 -  06945-PAPEL HIGIÊNICO,1,,,,,,,,46002,45989.346516203703,28/11/2025,484,28/11/2025,602,04/12/2025,0,,
01.01.02.03.004,15155,6946 -  06946-PAPEL TOALHA,2,,,,,,,,46002,45989.346516203703,28/11/2025,484,28/11/2025,602,04/12/2025,0,,
01.01.02.03.004,15156,6563 -  06563-LONA PLÁSTICA PRETA 200 MICRAS,1,,,,,,,,46017,45989.348715277803,28/11/2025,493,02/12/2025,605,05/12/2025,0,,
01.01.02.03.004,15156,9115 -  09115-FITA CREPE 100MMX50M,2,,,,,,,,46017,45989.348715277803,28/11/2025,493,02/12/2025,605,05/12/2025,0,,
01.01.02.03.004,15552,6945 -  06945-PAPEL HIGIÊNICO,10,,,,,,,,46001,46001.482997685198,10/12/2025,525,22/12/2025,649,05/01/2026,0,,
01.01.02.03.004,15552,6948 -  06948-PÓ DE CAFÉ,7,,,,,,,,46001,46001.482997685198,10/12/2025,525,22/12/2025,649,05/01/2026,0,,
01.01.02.03.004,15927,6913 -  06913-DESINFETANTE 5L,7,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6936 -  06936-LUVA LÁTEX AMARELA G,8,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6944 -  06944-PANO DE CHÃO,6,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6951 -  06951-RODO,5,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6960 -  06960-SACO DE LIXO 150L,1,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6967 -  06967-SACO DE LIXO 60L,2,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6973 -  06973-VASSOURA GARI 40CM,4,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,15927,6976 -  06976-VASSOURA NYLON,3,,,,,,,,46029,46014.400891203702,23/12/2025,533,05/01/2026,653,08/01/2026,0,,
01.01.02.03.004,16382,6862 -  06862-PAPEL A4 COM 500FLS,1,,,,,,,,46051,46038.437986111101,16/01/2026,565,21/01/2026,687,23/01/2026,0,,
01.01.02.03.004,16382,6873 -  06873-PILHA AA,2,,,,,,,,46051,46038.437986111101,16/01/2026,565,21/01/2026,687,23/01/2026,0,,
01.01.02.03.004,16384,6908 -  06908-COPO PLÁSTICO 180ML,3,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16384,6916 -  06916-DETERGENTE 5L,4,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16384,6921 -  06921-ESPONJA MULTI USO,6,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16384,6945 -  06945-PAPEL HIGIÊNICO,1,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16384,6946 -  06946-PAPEL TOALHA,2,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16384,9008 -  09008-ALCOOL PARA LIMPEZA,7,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16384,9085 -  09085-ÁGUA SANITÁRIA 5L,5,,,,,,,,46051,46038.443587962996,16/01/2026,564,21/01/2026,685,22/01/2026,0,,
01.01.02.03.004,16435,6786 -  06786-CAIXA ARQUIVO PLÁSTICA,2,,,,,,,,46069,46041.616412037001,19/01/2026,563,20/01/2026,684,22/01/2026,0,,
01.01.02.03.004,16435,6862 -  06862-PAPEL A4 COM 500FLS,8,,,,,,,,46069,46041.616412037001,19/01/2026,563,20/01/2026,684,22/01/2026,0,,
01.01.02.03.004,16435,6873 -  06873-PILHA AA,9,,,,,,,,46069,46041.616412037001,19/01/2026,563,20/01/2026,684,22/01/2026,0,,
01.01.02.03.004,16435,9317 -  09317-PÓ DE CAFÉ 500GR,3,,,,,,,,46069,46041.616412037001,19/01/2026,563,20/01/2026,684,22/01/2026,0,,
01.01.02.03.004,16847,6835 -  06835-FITA DUPLA FACE,2,,,,,,,,46092,46051.316469907397,29/01/2026,587,02/02/2026,706,04/02/2026,0,,
01.01.02.03.004,16847,6945 -  06945-PAPEL HIGIÊNICO,4,,,,,,,,46092,46051.316469907397,29/01/2026,587,02/02/2026,706,04/02/2026,0,,
01.01.02.03.004,16847,9317 -  09317-PÓ DE CAFÉ 500GR,3,,,,,,,,46092,46051.316469907397,29/01/2026,587,02/02/2026,706,04/02/2026,0,,
01.01.02.03.004,17343,6908 -  06908-COPO PLÁSTICO 180ML,6,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17343,6913 -  06913-DESINFETANTE 5L,1,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17343,6916 -  06916-DETERGENTE 5L,2,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17343,6945 -  06945-PAPEL HIGIÊNICO,7,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17343,6960 -  06960-SACO DE LIXO 150L,4,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17343,6967 -  06967-SACO DE LIXO 60L,5,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17343,9085 -  09085-ÁGUA SANITÁRIA 5L,3,,,,,,,,46077,46064.596145833297,11/02/2026,607,12/02/2026,752,19/02/2026,0,,
01.01.02.03.004,17848,9000 -  09000-ALIMENTAÇÃO,10,,,,,,,,46108,46083.505486111098,02/03/2026,630,04/03/2026,782,13/03/2026,0,,
01.01.02.03.004,17848,9317 -  09317-PÓ DE CAFÉ 500GR,5,,,,,,,,46108,46083.505486111098,02/03/2026,630,04/03/2026,782,13/03/2026,0,,
01.01.02.03.004,18517,6908 -  06908-COPO PLÁSTICO 180ML,5,,,,,,,,46111,46098.590752314798,17/03/2026,657,18/03/2026,785,19/03/2026,0,,
01.01.02.03.004,18517,6944 -  06944-PANO DE CHÃO,4,,,,,,,,46111,46098.590752314798,17/03/2026,657,18/03/2026,785,19/03/2026,0,,
01.01.02.03.004,18517,6945 -  06945-PAPEL HIGIÊNICO,1,,,,,,,,46111,46098.590752314798,17/03/2026,657,18/03/2026,785,19/03/2026,0,,
01.01.02.03.004,18517,6946 -  06946-PAPEL TOALHA,6,,,,,,,,46111,46098.590752314798,17/03/2026,657,18/03/2026,785,19/03/2026,0,,
01.01.02.03.004,18517,6974 -  06974-VASSOURA GARI 60CM,3,,,,,,,,46111,46098.590752314798,17/03/2026,657,18/03/2026,785,19/03/2026,0,,
01.01.02.03.004,18517,6976 -  06976-VASSOURA NYLON,2,,,,,,,,46111,46098.590752314798,17/03/2026,657,18/03/2026,785,19/03/2026,0,,
01.01.02.03.004,18518,6834 -  06834-FITA CREPE 50MMX50M,2,,,,,,,,46125,46098.594351851898,17/03/2026,656,18/03/2026,787,20/03/2026,0,,
01.01.02.03.004,18518,6842 -  06842-LÂMINA DE ESTILETE 18MM,3,,,,,,,,46125,46098.594351851898,17/03/2026,656,18/03/2026,787,20/03/2026,0,,
01.01.02.03.004,18575,6874 -  06874-PILHA AAA,5,,,,,,,,46126,46099.600150462997,18/03/2026,0,#N/A,0,,0,,
01.01.02.03.005,2672,5617 -  05617-LICENÇA FULL SOFTWARE,1,,,,,,,,45771,45684.9909259259,27/01/2025,77,29/01/2025,0,,917,29/01/2025,
01.01.02.03.005,12102,5617 -  05617-LICENÇA FULL SOFTWARE,1,,,,,,,,45987,45902.592928240701,02/09/2025,325,10/09/2025,449,22/09/2025,0,,
01.01.02.03.005,14332,5617 -  05617-LICENÇA FULL SOFTWARE,8,,,,,,,,45964,45964.586539351898,03/11/2025,466,21/11/2025,572,25/11/2025,0,,
01.01.02.03.005,15552,8625 -  08625-SERVIÇO DE FORNECIMENTO DE SOFTWARE PARA QUALIDADE,1,,,,,,,,46001,46001.482997685198,10/12/2025,525,22/12/2025,649,05/01/2026,0,,
01.01.02.03.007,3710,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,45783,45701.4593634259,13/02/2025,107,13/02/2025,77,14/02/2025,0,,
01.01.02.03.007,4941,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,45807,45728.602557870399,12/03/2025,136,12/03/2025,0,,1208,14/03/2025,
01.01.02.03.007,8251,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,45890,45813.421365740702,05/06/2025,233,17/06/2025,282,18/06/2025,0,,
01.01.02.03.007,9196,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,45912,45835.615405092598,27/06/2025,242,30/06/2025,308,30/06/2025,0,,
01.01.02.03.007,12459,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,45912,45911.673125000001,11/09/2025,333,16/09/2025,0,,2423,,
01.01.02.03.007,13825,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",3,,,,,,,,45961,45950.638576388897,20/10/2025,395,21/10/2025,527,04/11/2025,0,,
01.01.02.03.007,15551,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,46001,46001.481504629599,10/12/2025,510,11/12/2025,0,,2893,,
01.01.02.03.007,17113,"5672 -  05672-SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",1,,,,,,,,46058,46058.373935185198,05/02/2026,595,05/02/2026,0,,3146,,
01.01.02.03.008,1819,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45708,45673.426782407398,16/01/2025,44,16/01/2025,20,17/01/2025,0,,
01.01.02.03.008,1854,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45708,45673.4690162037,16/01/2025,41,16/01/2025,19,17/01/2025,0,,
01.01.02.03.008,3083,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45727,45691.658379629604,#N/A,89,#N/A,112,,0,,
01.01.02.03.008,3093,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45727,45691.659745370402,#N/A,91,#N/A,111,,0,,
01.01.02.03.008,3096,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45727,45691.661898148202,#N/A,90,#N/A,110,,0,,
01.01.02.03.008,3801,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45737,45702.708518518499,14/02/2025,111,14/02/2025,104,14/02/2025,0,,
01.01.02.03.008,6132,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45796,45757.726261574098,10/04/2025,167,11/04/2025,201,15/04/2025,0,,
01.01.02.03.008,11128,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45877,45877.384375000001,08/08/2025,278,11/08/2025,395,14/08/2025,0,,
01.01.02.03.008,12460,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45911,45911.677141203698,11/09/2025,329,12/09/2025,450,22/09/2025,0,,
01.01.02.03.008,13824,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45950,45950.625972222202,20/10/2025,399,23/10/2025,511,24/10/2025,0,,
01.01.02.03.008,14336,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,45964,45964.595243055599,03/11/2025,422,03/11/2025,537,11/11/2025,0,,
01.01.02.03.008,15558,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,46001,46001.502083333296,10/12/2025,508,11/12/2025,621,12/12/2025,0,,
01.01.02.03.008,16485,1 -  00001-SERVIÇO DE FRETE,1,,,,,,,,46042,46042.595358796301,20/01/2026,585,02/02/2026,703,03/02/2026,0,,
01.01.02.04.001,15191,8525 -  08525-SERVIÇO DE INSTALAÇÃO PROVISÓRIA DE ENERGIA OBRA - ALTA TENSÃO,1,,,,,,,,45989,45989.562129629601,28/11/2025,485,01/12/2025,0,,3162,11/02/2026,
01.01.02.04.002,12290,3985 -  03985-DISJUNTOR 1X35A,2,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,12290,4041 -  04041-QUADRO DISTRIBUIÇÃO SOBREPOR 8 DISJUNTORES,3,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,12290,"4444 -  04444-CABO FLEXÍVEL 750V 4,0MM BRANCO",7,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,12290,"4447 -  04447-CABO FLEXÍVEL 750V 4,0MM PRETO",1,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,12290,"4449 -  04449-CABO FLEXÍVEL 750V 4,0MM VERMELHO",6,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,12290,4802 -  04802-FITA ALTA FUSÃO,5,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,12290,5797 -  05797-CHAVE BOIA DE NÍVEL,4,,,,,,,,45964,45908.450011574103,08/09/2025,317,09/09/2025,428,11/09/2025,0,,
01.01.02.04.002,16718,4003 -  04003-DISJUNTOR 3X100A,8,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16718,4041 -  04041-QUADRO DISTRIBUIÇÃO SOBREPOR 8 DISJUNTORES,9,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16718,"4263 -  04263-CABO FLEXÍVEL 1KV HEPR 16,0MM PRETO",14,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16718,"4295 -  04295-CABO FLEXÍVEL 1KV HEPR 25,0MM PRETO",13,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16718,4733 -  04733-TERMINAL COMPRESSÃO 16MM,12,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16718,4736 -  04736-TERMINAL COMPRESSÃO 25MM,10,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16718,"9216 -  09216-TERMINAL TIPO PINO 25,0MM",11,,,,,,,,46174,46049.325416666703,26/01/2026,566,22/01/2026,694,29/01/2026,0,,
01.01.02.04.002,16847,13623 -  13623-PLUG STECK FÊMEA 5P 32A,1,,,,,,,,46092,46051.316469907397,29/01/2026,587,02/02/2026,706,04/02/2026,0,,
01.01.02.04.002,17101,"4411 -  04411-CABO FLEXÍVEL 750V 2,5MM AZUL",2,,,,,,,,46112,46057.6632060185,04/02/2026,602,10/02/2026,713,12/02/2026,0,,
01.01.02.04.002,17101,"4416 -  04416-CABO FLEXÍVEL 750V 2,5MM VERDE",3,,,,,,,,46112,46057.6632060185,04/02/2026,602,10/02/2026,713,12/02/2026,0,,
01.01.02.04.002,17101,"4417 -  04417-CABO FLEXÍVEL 750V 2,5MM VERMELHO",1,,,,,,,,46112,46057.6632060185,04/02/2026,602,10/02/2026,713,12/02/2026,0,,
01.01.02.04.002,17101,4804 -  04804-FITA ISOLANTE 19MMX20M,4,,,,,,,,46112,46057.6632060185,04/02/2026,602,10/02/2026,713,12/02/2026,0,,
01.01.02.04.002,17712,4804 -  04804-FITA ISOLANTE 19MMX20M,3,,,,,,,,46104,46077.817951388897,24/02/2026,621,25/02/2026,759,02/03/2026,0,,
01.01.02.04.002,18520,6554 -  06554-LAMINA DE SERRA MANUAL,3,,,,,,,,46139,46098.595844907402,17/03/2026,672,26/03/2026,812,30/03/2026,0,,
01.01.02.04.002,18520,9069 -  09069-PLUG FÊMEA 20A,1,,,,,,,,46139,46098.595844907402,17/03/2026,672,26/03/2026,812,30/03/2026,0,,
01.01.02.04.002,18520,9070 -  09070-PLUG MACHO 20A,2,,,,,,,,46139,46098.595844907402,17/03/2026,672,26/03/2026,812,30/03/2026,0,,
01.01.02.04.002,18715,8089 -  08089-LÂMPADA BULBO LED 12W,1,,,,,,,,46185,46103.737673611096,22/03/2026,672,26/03/2026,812,30/03/2026,0,,
01.01.02.04.002,18715,9486 -  09486-BOCAL PVC PENDENTE COM RABICHO E27,2,,,,,,,,46185,46103.737673611096,22/03/2026,672,26/03/2026,812,30/03/2026,0,,
01.01.02.04.003,15170,4042 -  04042-QUADRO INSTALAÇÃO PROVISÓRIA,1,,,,,,,,45989,45989.402743055602,28/11/2025,501,10/12/2025,627,16/12/2025,0,,
01.01.02.04.003,16804,13623 -  13623-PLUG STECK FÊMEA 5P 32A,1,,,,,,,,46091,46050.433634259301,28/01/2026,602,10/02/2026,713,12/02/2026,0,,
01.01.02.04.003,18027,"4087 -  04087-CABO FLEXÍVEL PP 4X4,0MM",1,,,,,,,,46141,46086.4789467593,05/03/2026,671,26/03/2026,811,30/03/2026,0,,
01.01.02.04.005,8996,"5780 -  05780-BOMBA RECALQUE 10,0CV",2,,,,,,,,45898,45831.6571527778,23/06/2025,241,23/06/2025,294,24/06/2025,0,,
01.01.02.04.005,12301,"2114 -  02114-ADAPTADOR SOLDÁVEL CURTO 25MMX3/4""",11,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,"2115 -  02115-ADAPTADOR SOLDÁVEL CURTO 32MMX1""",10,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,"2118 -  02118-ADAPTADOR SOLDÁVEL CURTO 50MMX1.1/2""",12,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2133 -  02133-ADESIVO GRANDES DIÂMETROS FRASCO 850G,16,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2256 -  02256-JOELHO 90 SOLDÁVEL 25MM,5,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2257 -  02257-JOELHO 90 SOLDÁVEL 32MM,4,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2259 -  02259-JOELHO 90 SOLDÁVEL 50MM,6,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2334 -  02334-REGISTRO ESFERA SOLDÁVEL 25MM,9,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2335 -  02335-REGISTRO ESFERA SOLDÁVEL 32MM,7,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2337 -  02337-REGISTRO ESFERA SOLDÁVEL 50MM,8,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2411 -  02411-TUBO SOLDÁVEL PB 25X6M,2,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2412 -  02412-TUBO SOLDÁVEL PB 32X6M,1,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2414 -  02414-TUBO SOLDÁVEL PB 50X6M,3,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2435 -  02435-UNIÃO SOLDÁVEL 32MM,13,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,2437 -  02437-UNIÃO SOLDÁVEL 50MM,14,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,"6053 -  06053-TORNEIRA BOIA 3/4""",15,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,6671 -  06671-TAMBOR PARA ÁGUA DE 200 LITROS,18,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,12301,7645 -  07645-LIXA FERRO 220,17,,,,,,,,45950,45909.3305555556,09/09/2025,328,11/09/2025,442,17/09/2025,0,,
01.01.02.04.005,15886,10423 -  10423-TRILHO PERFURADO DIN,1,,,,,,,,46140,46012.642118055599,21/12/2025,526,22/12/2025,642,05/01/2026,0,,
01.01.02.04.005,15886,11914 -  11914-CHAVE CONTADORA C/ RELE TERMICO C/ REGULAGEM 0.5A-15A,3,,,,,,,,46140,46012.642118055599,21/12/2025,526,22/12/2025,642,05/01/2026,0,,
01.01.02.04.005,15886,3986 -  03986-DISJUNTOR 1X40A,2,,,,,,,,46140,46012.642118055599,21/12/2025,526,22/12/2025,642,05/01/2026,0,,
01.01.02.04.005,15886,5797 -  05797-CHAVE BOIA DE NÍVEL,4,,,,,,,,46140,46012.642118055599,21/12/2025,526,22/12/2025,642,05/01/2026,0,,
01.01.02.04.005,16827,2334 -  02334-REGISTRO ESFERA SOLDÁVEL 25MM,3,,,,,,,,46077,46050.669270833299,28/01/2026,580,29/01/2026,705,04/02/2026,0,,
01.01.02.04.005,16827,6055 -  06055-TORNEIRA JARDIM,2,,,,,,,,46077,46050.669270833299,28/01/2026,580,29/01/2026,705,04/02/2026,0,,
01.01.02.04.005,16827,"6573 -  06573-MANGUEIRA JARDIM 3/4""",1,,,,,,,,46077,46050.669270833299,28/01/2026,580,29/01/2026,705,04/02/2026,0,,
01.01.02.04.006,15932,3255 -  03255-LOCAÇÃO DE BANHEIRO QUÍMICO,1,,,,,,,,46099,46014.431770833296,23/12/2025,556,20/01/2026,699,02/02/2026,0,,
01.01.02.04.006,16847,3255 -  03255-LOCAÇÃO DE BANHEIRO QUÍMICO,5,,,,,,,,46092,46051.316469907397,29/01/2026,587,02/02/2026,706,04/02/2026,0,,
01.01.02.04.008,8135,6244 -  06244-PARAFUSO BICROMATIZADO,12,,,,,,,,45895,45811.582418981503,03/06/2025,225,09/06/2025,318,04/07/2025,0,,
01.01.02.04.008,8135,9360 -  09360-BUCHA NYLON 6MM COM ABA,13,,,,,,,,45895,45811.582418981503,03/06/2025,225,09/06/2025,318,04/07/2025,0,,
01.01.02.04.008,11320,6244 -  06244-PARAFUSO BICROMATIZADO,7,,,,,,,,45924,45882.412349537,13/08/2025,295,22/08/2025,413,01/09/2025,0,,
01.01.02.05.001,1128,148 -  00148-BICA GRADUADA,5,,,,,,,,45684,45664.433125000003,#N/A,2,07/01/2025,3,08/01/2025,0,,
01.01.02.05.001,1128,159 -  00159-BRITA RACHÃO,4,,,,,,,,45684,45664.433125000003,#N/A,2,07/01/2025,3,08/01/2025,0,,
01.01.02.05.001,1128,168 -  00168-AREIA MÉDIA,6,,,,,,,,45684,45664.433125000003,#N/A,2,07/01/2025,3,08/01/2025,0,,
01.01.02.05.001,1128,175 -  00175-SAIBRO MEDIO,3,,,,,,,,45684,45664.433125000003,#N/A,2,07/01/2025,3,08/01/2025,0,,
01.01.02.05.001,1128,176 -  00176-SAIBRO GROSSO,2,,,,,,,,45684,45664.433125000003,#N/A,2,07/01/2025,3,08/01/2025,0,,
01.01.02.05.001,2700,174 -  00174-SAIBRO FINO,2,,,,,,,,45713,45685.405092592599,28/01/2025,74,29/01/2025,53,30/01/2025,0,,
01.01.02.05.001,4553,175 -  00175-SAIBRO MEDIO,1,,,,,,,,45740,45719.424884259301,03/03/2025,126,03/03/2025,132,04/03/2025,0,,
